key,doi,title,year,journal,primary_pillar,best_method,confidence,all_pillars,methods_present,cited_by_reviews,rule_hits
10.1038/s41467-018-03492-6,10.1038/s41467-018-03492-6,Efficient molecular evolution to generate enantioselective enzymes using a dual-channel microfluidic droplet screening platform,2018.0,Nature Communications,Design & Engineering,section_priority,1.0,Design & Engineering,section_priority,10_Yi_2021_ChemSocRev,P2:\bdirected evolution\b|\berror[- ]?prone PCR\b|\bcontinuous evolution\b|\b(PACE|OrthoRep)\b; P8:\bmicroreactor\b|\bmicrofluidic\b|\bmillifluidic\b|\btube[- ]in[- ]tube\b|\bloop reactor\b; P9:\bglycosyl(transferase|ation)\b|\bglycosidase\b|\bnitrilase\b|\bnitrile hydratase\b|\bepoxide hydrolase\b|\blipase\b|\besterase\b
10.1038/s41467-018-04964-5,10.1038/s41467-018-04964-5,Clustering huge protein sequence sets in linear time,2018.0,Nature Communications,Discovery & Sourcing of Biocatalysts,paper_only,1.0,Discovery & Sourcing of Biocatalysts,paper_only,20_Buller_2023_Science,P1:\bgenome mining\b|\bmetagenom\w*\b|\bbioprospect\w*\b|\bbiopanning\b
10.1038/s41467-019-08448-y,10.1038/s41467-019-08448-y,A cell-free platform for the prenylation of natural products and application to cannabinoid production,2019.0,Nature Communications,Biocatalyst Formats & Cellular Context,paper_only,0.682,Biocatalyst Formats & Cellular Context,paper_only,10_Yi_2021_ChemSocRev,P3:\bcell[- ]free\b|\blysate\b|\bCFE\b|\bsurface display\b|\bdisplay on (cells?|yeast|phage)\b; P7:\b(retro)?biosynthesis\b|\bCASP\b|\bpathway design\b|\broute scouting\b
10.1038/s41467-019-09722-9,10.1038/s41467-019-09722-9,Plug-and-play metabolic transducers expand the chemical detection space of cell-free biosensors,2019.0,Nature Communications,Biocatalyst Formats & Cellular Context,paper_only,1.0,Biocatalyst Formats & Cellular Context,paper_only,10_Yi_2021_ChemSocRev,P3:\bcell[- ]free\b|\blysate\b|\bCFE\b|\bsurface display\b|\bdisplay on (cells?|yeast|phage)\b
10.1038/s41467-019-11896-1,10.1038/s41467-019-11896-1,Emulating evolutionary processes to morph aureothin-type modular polyketide synthases and associated oxygenases,2019.0,Nature Communications,Discovery & Sourcing of Biocatalysts,paper_only,1.0,Discovery & Sourcing of Biocatalysts,paper_only,10_Yi_2021_ChemSocRev,P1:\bmetagenome[- ]assembled genomes?\b|\bMAGs?\b|\bbinn?ing\b|\bcontigs?\b|\bscaffolds?\b|\bassembly\b; P9:\bBVMO\b|\bmonooxygenase\b|\bperoxygenase\b|\bP450\b|\bhalogenase\b|\bflavin[- ]dependent\b
10.1038/s41467-020-16099-7,10.1038/s41467-020-16099-7,Photobiocatalytic synthesis of chiral secondary fatty alcohols from renewable unsaturated fatty acids,2020.0,Nature Communications,Cascade & Route Design,paper_only,0.734,Cascade & Route Design,paper_only,20_Buller_2023_Science,P6:\belectro(enzym\w*|chemical)\b|\bphotoenzym\w*\b|\bphotoredox\b|\bhydrogen[- ]borrowing\b; P7:\b(cascade|multi[- ]enzym\w*)\b|\btelescop(ed|ing)\b; P7:\bone[- ]pot\b|\btandem\b|\bchemo[- ]?enzymatic\b|\bchemoenzymatic\b
10.1038/s41467-020-19687-9,10.1038/s41467-020-19687-9,UMI-linked consensus sequencing enables phylogenetic analysis of directed evolution,2020.0,Nature Communications,Design & Engineering,consensus,1.0,Design & Engineering,consensus,10_Yi_2021_ChemSocRev,P2:\bdirected evolution\b|\berror[- ]?prone PCR\b|\bcontinuous evolution\b|\b(PACE|OrthoRep)\b; P2:\bconsensus\b|\bancestral\b|\bDNA shuffling\b|\bSCHEMA\b|\bProSAR\b|\bdeep mutational scanning\b|\bDMS\b
10.1038/s41467-022-27999-1,10.1038/s41467-022-27999-1,Algorithm-aided engineering of aliphatic halogenase WelO5* for the asymmetric late-stage functionalization of soraphens,2022.0,Nature Communications,Immobilization & Materials,paper_only,1.0,Immobilization & Materials,paper_only,20_Buller_2023_Science,P5:\boriented immobiliz\w*\b|\bcross[- ]link(ed|ing)\b|\bfunctionaliz(ed|ation)\b|\bsite[- ]directed attachment\b; P9:\bBVMO\b|\bmonooxygenase\b|\bperoxygenase\b|\bP450\b|\bhalogenase\b|\bflavin[- ]dependent\b
10.1038/s41467-022-35237-x,10.1038/s41467-022-35237-x,Sourcing thermotolerant poly(ethylene terephthalate) hydrolase scaffolds from natural diversity,2022.0,Nature Communications,Discovery & Sourcing of Biocatalysts,paper_only,1.0,Discovery & Sourcing of Biocatalysts,paper_only,20_Buller_2023_Science,P1:\bmetagenome[- ]assembled genomes?\b|\bMAGs?\b|\bbinn?ing\b|\bcontigs?\b|\bscaffolds?\b|\bassembly\b
10.1038/s41557-018-0059-y,10.1038/s41557-018-0059-y,Catalytic promiscuity enabled by photoredox catalysis in nicotinamide-dependent oxidoreductases,2018.0,Nature Chemistry,Cofactor & Energy Management,paper_only,1.0,Cofactor & Energy Management,paper_only,20_Buller_2023_Science,P6:\belectro(enzym\w*|chemical)\b|\bphotoenzym\w*\b|\bphotoredox\b|\bhydrogen[- ]borrowing\b
10.1038/s41557-019-0349-z,10.1038/s41557-019-0349-z,A marine viral halogenase that iodinates diverse substrates,2019.0,Nature Chemistry,Reaction Space & Enzyme Portfolios,paper_only,1.0,Reaction Space & Enzyme Portfolios,paper_only,10_Yi_2021_ChemSocRev,P9:\bBVMO\b|\bmonooxygenase\b|\bperoxygenase\b|\bP450\b|\bhalogenase\b|\bflavin[- ]dependent\b
10.1038/s41557-019-0370-2,10.1038/s41557-019-0370-2,Asymmetric redox-neutral radical cyclization catalysed by flavin-dependent ‘ene’-reductases,2020.0,Nature Chemistry,Cofactor & Energy Management,paper_only,0.556,Cofactor & Energy Management,paper_only,04_Winkler_2021_ACSCentSci,P6:\bcofactors?\b|\bNADP?\+?\b|\bNADH\b|\bNADPH\b|\bflavins?\b|\bFAD\b|\bFMN\b|\bPLP\b; P9:\bBVMO\b|\bmonooxygenase\b|\bperoxygenase\b|\bP450\b|\bhalogenase\b|\bflavin[- ]dependent\b
10.1038/s41557-020-00606-w,10.1038/s41557-020-00606-w,Screening and characterization of a diverse panel of metagenomic imine reductases for biocatalytic reductive amination,2021.0,Nature Chemistry,Discovery & Sourcing of Biocatalysts,paper_only,1.0,Discovery & Sourcing of Biocatalysts,paper_only,10_Yi_2021_ChemSocRev,P1:\bgenome mining\b|\bmetagenom\w*\b|\bbioprospect\w*\b|\bbiopanning\b
10.1038/s41570-019-0107-1,10.1038/s41570-019-0107-1,The hidden enzymology of bacterial natural product biosynthesis,2019.0,Nature Reviews Chemistry,Cascade & Route Design,consensus,1.0,Cascade & Route Design,consensus,03_Bell_2021_NatRevMethodsPrimers,P7:\b(retro)?biosynthesis\b|\bCASP\b|\bpathway design\b|\broute scouting\b
10.1038/s41576-019-0186-3,10.1038/s41576-019-0186-3,Cell-free gene expression: an expanded repertoire of applications,2020.0,Nature Reviews Genetics,Biocatalyst Formats & Cellular Context,paper_only,1.0,Biocatalyst Formats & Cellular Context,paper_only,20_Buller_2023_Science,P3:\bcell[- ]free\b|\blysate\b|\bCFE\b|\bsurface display\b|\bdisplay on (cells?|yeast|phage)\b
10.1038/s41586-020-2406-6,10.1038/s41586-020-2406-6,Photoenzymatic enantioselective intermolecular radical hydroalkylation,2020.0,Nature,Cofactor & Energy Management,paper_only,1.0,Cofactor & Energy Management,paper_only,04_Winkler_2021_ACSCentSci,P6:\belectro(enzym\w*|chemical)\b|\bphotoenzym\w*\b|\bphotoredox\b|\bhydrogen[- ]borrowing\b
10.1038/s41586-022-04422-9,10.1038/s41586-022-04422-9,A kinase-cGAS cascade to synthesize a therapeutic STING activator,2022.0,Nature,Cascade & Route Design,paper_only,1.0,Cascade & Route Design,paper_only,20_Buller_2023_Science,P7:\b(cascade|multi[- ]enzym\w*)\b|\btelescop(ed|ing)\b
10.1038/s41586-022-05335-3,10.1038/s41586-022-05335-3,A designed photoenzyme for enantioselective [2+2] cycloadditions,2022.0,Nature,Cofactor & Energy Management,paper_only,1.0,Cofactor & Energy Management,paper_only,20_Buller_2023_Science,P6:\belectro(enzym\w*|chemical)\b|\bphotoenzym\w*\b|\bphotoredox\b|\bhydrogen[- ]borrowing\b
10.1038/s41586-023-05696-3,10.1038/s41586-023-05696-3,De novo design of luciferases using deep learning,2023.0,Nature,Discovery & Sourcing of Biocatalysts,paper_only,1.0,Discovery & Sourcing of Biocatalysts,paper_only,20_Buller_2023_Science,P1:\bmetagenome[- ]assembled genomes?\b|\bMAGs?\b|\bbinn?ing\b|\bcontigs?\b|\bscaffolds?\b|\bassembly\b
10.1038/s41586-023-06027-2,10.1038/s41586-023-06027-2,Complete integration of carbene-transfer chemistry into biosynthesis,2023.0,Nature,Cascade & Route Design,paper_only,1.0,Cascade & Route Design,paper_only,20_Buller_2023_Science,P7:\b(retro)?biosynthesis\b|\bCASP\b|\bpathway design\b|\broute scouting\b
10.1038/s41589-018-0059-7,10.1038/s41589-018-0059-7,A pathogenesis-related 10 protein catalyzes the final step in thebaine biosynthesis,2018.0,Nature Chemical Biology,Cascade & Route Design,paper_only,1.0,Cascade & Route Design,paper_only,10_Yi_2021_ChemSocRev,P7:\b(retro)?biosynthesis\b|\bCASP\b|\bpathway design\b|\broute scouting\b
10.1038/s41589-019-0355-x,10.1038/s41589-019-0355-x,A family of radical halogenases for the engineering of amino-acid-based products,2019.0,Nature Chemical Biology,Cascade & Route Design,section_only,1.0,Cascade & Route Design,section_only,03_Bell_2021_NatRevMethodsPrimers,
10.1038/s41592-019-0496-6,10.1038/s41592-019-0496-6,Machine-learning-guided directed evolution for protein engineering,2019.0,Nature Methods,Design & Engineering,paper_only,1.0,Design & Engineering,paper_only,04_Winkler_2021_ACSCentSci;20_Buller_2023_Science,P2:\bdirected evolution\b|\berror[- ]?prone PCR\b|\bcontinuous evolution\b|\b(PACE|OrthoRep)\b
10.1038/s41592-022-01685-y,10.1038/s41592-022-01685-y,AlphaFill: enriching AlphaFold models with ligands and cofactors,2023.0,Nature Methods,Cofactor & Energy Management,paper_only,1.0,Cofactor & Energy Management,paper_only,20_Buller_2023_Science,P6:\bcofactors?\b|\bNADP?\+?\b|\bNADH\b|\bNADPH\b|\bflavins?\b|\bFAD\b|\bFMN\b|\bPLP\b
10.1038/s41592-022-01763-1,10.1038/s41592-022-01763-1,EnzymeML: seamless data flow and modeling of enzymatic data,2023.0,Nature Methods,"Reactors, Flow & In-Line Operations",paper_only,1.0,"Reactors, Flow & In-Line Operations",paper_only,20_Buller_2023_Science,P8:\bflow\b|\bcontinuous\b|\bCSTR\b|\bPFR\b|\bplug[- ]flow\b|\bpacked[- ]bed\b|\bPBR\b|\bcolumn reactor\b
10.1038/s41598-023-31777-4,10.1038/s41598-023-31777-4,Optimizing human α-galactosidase for treatment of Fabry disease,2023.0,Scientific Reports,Design & Engineering,paper_only,1.0,Design & Engineering,paper_only,20_Buller_2023_Science,P2:\bdirected evolution\b|\berror[- ]?prone PCR\b|\bcontinuous evolution\b|\b(PACE|OrthoRep)\b
10.1038/s41929-017-0010-4,10.1038/s41929-017-0010-4,Opportunities and challenges for combining chemo- and biocatalysis,2018.0,Nature Catalysis,Cascade & Route Design,section_only,1.0,Cascade & Route Design,section_only,03_Bell_2021_NatRevMethodsPrimers;20_Buller_2023_Science,
10.1038/s41929-018-0105-6,10.1038/s41929-018-0105-6,Capture and characterization of a reactive haem–carbenoid complex in an artificial metalloenzyme,2018.0,Nature Catalysis,Reaction Space & Enzyme Portfolios,paper_only,1.0,Reaction Space & Enzyme Portfolios,paper_only,20_Buller_2023_Science,P9:\bcarbene transfer\b|\bnitrene transfer\b|\bartificial metalloenzyme\b|\bengineered heme\b
10.1038/s41929-018-0159-5,10.1038/s41929-018-0159-5,Engineering highly functional thermostable proteins using ancestral sequence reconstruction,2018.0,Nature Catalysis,Design & Engineering,paper_only,1.0,Design & Engineering,paper_only,04_Winkler_2021_ACSCentSci,P2:\bconsensus\b|\bancestral\b|\bDNA shuffling\b|\bSCHEMA\b|\bProSAR\b|\bdeep mutational scanning\b|\bDMS\b
10.1038/s41929-019-0300-0,10.1038/s41929-019-0300-0,S-adenosylhomocysteine as a methyl transfer catalyst in biocatalytic methylation reactions,2019.0,Nature Catalysis,Cascade & Route Design,section_only,1.0,Cascade & Route Design,section_only,03_Bell_2021_NatRevMethodsPrimers;10_Yi_2021_ChemSocRev,
10.1038/s41929-019-0340-5,10.1038/s41929-019-0340-5,Ultrahigh-throughput screening enables efficient single-round oxidase remodelling,2019.0,Nature Catalysis,Design & Engineering,section_only,1.0,Design & Engineering,section_only,10_Yi_2021_ChemSocRev;20_Buller_2023_Science,
10.1038/s41929-019-0341-4,10.1038/s41929-019-0341-4,Chiral synthesis of LSD1 inhibitor GSK2879552 enabled by directed evolution of an imine reductase,2019.0,Nature Catalysis,Design & Engineering,paper_priority,1.0,Design & Engineering,paper_priority,03_Bell_2021_NatRevMethodsPrimers,P2:\bdirected evolution\b|\berror[- ]?prone PCR\b|\bcontinuous evolution\b|\b(PACE|OrthoRep)\b
10.1038/s41929-019-0385-5,10.1038/s41929-019-0385-5,Engineering New Catalytic Activities in Enzymes,2020.0,Nat. Catal,Design & Engineering,section_only,1.0,Design & Engineering,section_only,04_Winkler_2021_ACSCentSci;20_Buller_2023_Science,
10.1038/s41929-022-00909-w,10.1038/s41929-022-00909-w,Machine learning-enabled retrobiosynthesis of molecules,2023.0,Nature Catalysis,Cascade & Route Design,paper_only,1.0,Cascade & Route Design,paper_only,20_Buller_2023_Science,P7:\b(retro)?biosynthesis\b|\bCASP\b|\bpathway design\b|\broute scouting\b
10.1038/s41929-023-00979-4,10.1038/s41929-023-00979-4,Engineered cytochrome P450 for direct arylalkene-to-ketone oxidation via highly reactive carbocation intermediates,2023.0,Nature Catalysis,Immobilization & Materials,paper_only,1.0,Immobilization & Materials,paper_only,20_Buller_2023_Science,P5:\boriented immobiliz\w*\b|\bcross[- ]link(ed|ing)\b|\bfunctionaliz(ed|ation)\b|\bsite[- ]directed attachment\b; P9:\bBVMO\b|\bmonooxygenase\b|\bperoxygenase\b|\bP450\b|\bhalogenase\b|\bflavin[- ]dependent\b
10.1038/s42003-019-0505-4,10.1038/s42003-019-0505-4,Cryo-EM and directed evolution reveal how Arabidopsis nitrilase specificity is influenced by its quaternary structure,2019.0,Communications Biology,Design & Engineering,paper_only,0.743,Design & Engineering,paper_only,20_Buller_2023_Science,P2:\bdirected evolution\b|\berror[- ]?prone PCR\b|\bcontinuous evolution\b|\b(PACE|OrthoRep)\b; P2:\bsite[- ]saturation\b|\bsaturation mutagenesis\b|\bNDT\b|\bVHG\b|\b22c[- ]?trick\b|\bNNK\b|\bCAST\b|\bISM\b; P7:\bone[- ]pot\b|\btandem\b|\bchemo[- ]?enzymatic\b|\bchemoenzymatic\b; P9:\bglycosyl(transferase|ation)\b|\bglycosidase\b|\bnitrilase\b|\bnitrile hydratase\b|\bepoxide hydrolase\b|\blipase\b|\besterase\b
10.1038/s42003-019-0630-0,10.1038/s42003-019-0630-0,Isolation of Artemisia capillaris membrane-bound di-prenyltransferase for phenylpropanoids and redesign of artepillin C in yeast,2019.0,Communications Biology,Cascade & Route Design,paper_only,1.0,Cascade & Route Design,paper_only,10_Yi_2021_ChemSocRev,P7:\b(retro)?biosynthesis\b|\bCASP\b|\bpathway design\b|\broute scouting\b
10.1038/s43586-021-00044-z,10.1038/s43586-021-00044-z,Biocatalysis,2021.0,Nature Reviews Methods Primers,Design & Engineering,section_only,1.0,Design & Engineering,section_only,20_Buller_2023_Science,
10.1038/scientificamerican04041908-238,10.1038/scientificamerican04041908-238,The Peril of the Turnstile Door,1908.0,Scientific American,Biocatalyst Formats & Cellular Context,section_only,0.643,Biocatalyst Formats & Cellular Context,section_only,11_Hanefeld_2022_ChemSocRev,
10.1038/scientificamerican0981-154,10.1038/scientificamerican0981-154,The Microbiological Production of Industrial Chemicals,1981.0,Sci. Am,Immobilization & Materials,section_priority,1.0,Immobilization & Materials,section_priority,04_Winkler_2021_ACSCentSci,P10:\bindustrial\b|\bscale[- ]?up\b|\bGMP\b|\bICH\b|\bQbD\b|\bHAZOP\b|\bTRL\b|\bprocess validation\b
10.1038/srep10907,10.1038/srep10907,Genetically assembled fluorescent biosensor for in situ detection of bio-synthesized alkanes,2015.0,Scientific Reports,Design & Engineering,paper_only,1.0,Design & Engineering,paper_only,10_Yi_2021_ChemSocRev,P2:\bdirected evolution\b|\berror[- ]?prone PCR\b|\bcontinuous evolution\b|\b(PACE|OrthoRep)\b
10.1038/srep35716,10.1038/srep35716,Structural Analysis of an Evolved Transketolase Reveals Divergent Binding Modes,2016.0,Scientific Reports,Reaction Space & Enzyme Portfolios,paper_only,1.0,Reaction Space & Enzyme Portfolios,paper_only,20_Buller_2023_Science,P9:\baldolase\b|\bDERA\b|\bFSA\b|\bHNL\b|\bThDP\b|\btransketolase\b|\bTK\b|\bPAL\b|\baldoxime dehydratase\b|\bCAR\b
10.1039/b006102f,10.1039/b006102f,Opportunities for ionic liquids in recovery of biofuels,2001.0,Chemical Communications,Media & Microenvironment,paper_only,1.0,Media & Microenvironment,paper_only,13_Sheldon_2007_ChemRev,P4:\bionic liquids?\b|\bILs?\b|\bdeep eutectic\b|\bDES\b|\bsupercritical CO2\b|\bscCO2\b
10.1039/b008039j,10.1039/b008039j,How polar are room-temperature ionic liquids?,2001.0,Chemical Communications,Media & Microenvironment,consensus,1.0,Media & Microenvironment,consensus,13_Sheldon_2007_ChemRev,P4:\bionic liquids?\b|\bILs?\b|\bdeep eutectic\b|\bDES\b|\bsupercritical CO2\b|\bscCO2\b
10.1039/b109860h,10.1039/b109860h,Diversity of the biosynthesis of the isoprene units,2003.0,Natural Product Reports,Cascade & Route Design,paper_only,1.0,Cascade & Route Design,paper_only,10_Yi_2021_ChemSocRev,P7:\b(retro)?biosynthesis\b|\bCASP\b|\bpathway design\b|\broute scouting\b
10.1039/b110008b,10.1039/b110008b,Biocatalysis in ionic liquids,2002.0,Green Chemistry,Media & Microenvironment,paper_only,1.0,Media & Microenvironment,paper_only,13_Sheldon_2007_ChemRev,P4:\bionic liquids?\b|\bILs?\b|\bdeep eutectic\b|\bDES\b|\bsupercritical CO2\b|\bscCO2\b
10.1039/b310990a,10.1039/b310990a,Enzyme-facilitated enantioselective transport of (S)-ibuprofen through a supported liquid membrane based on ionic liquids,2003.0,Chemical Communications,Media & Microenvironment,paper_only,1.0,Media & Microenvironment,paper_only,13_Sheldon_2007_ChemRev,P4:\bionic liquids?\b|\bILs?\b|\bdeep eutectic\b|\bDES\b|\bsupercritical CO2\b|\bscCO2\b
10.1039/b311055a,10.1039/b311055a,Directed evolution of enzymes: new biocatalysts for asymmetric synthesis,2003.0,Organic & Biomolecular Chemistry,Immobilization & Materials,section_priority,1.0,Immobilization & Materials,section_priority,07_Turner_2009_NatChemBiol,P2:\bdirected evolution\b|\berror[- ]?prone PCR\b|\bcontinuous evolution\b|\b(PACE|OrthoRep)\b
10.1039/b401012d,10.1039/b401012d,Poly(ethylene glycol)-lipase complexes that are highly active and enantioselective in ionic liquids,2004.0,Organic & Biomolecular Chemistry,Media & Microenvironment,paper_only,0.571,Media & Microenvironment,paper_only,13_Sheldon_2007_ChemRev,P4:\bionic liquids?\b|\bILs?\b|\bdeep eutectic\b|\bDES\b|\bsupercritical CO2\b|\bscCO2\b; P9:\bglycosyl(transferase|ation)\b|\bglycosidase\b|\bnitrilase\b|\bnitrile hydratase\b|\bepoxide hydrolase\b|\blipase\b|\besterase\b
10.1039/b405396f,10.1039/b405396f,Enhanced enantioselectivity and remarkable acceleration on the lipase-catalyzed transesterification using novel ionic liquids,2004.0,Green Chemistry,Media & Microenvironment,paper_only,0.571,Media & Microenvironment,paper_only,13_Sheldon_2007_ChemRev,P4:\bionic liquids?\b|\bILs?\b|\bdeep eutectic\b|\bDES\b|\bsupercritical CO2\b|\bscCO2\b; P9:\bglycosyl(transferase|ation)\b|\bglycosidase\b|\bnitrilase\b|\bnitrile hydratase\b|\bepoxide hydrolase\b|\blipase\b|\besterase\b
10.1039/b405651e,10.1039/b405651e,Dynamic kinetic resolution of secondary alcohols by enzyme–metal combinations in ionic liquid,2004.0,Green Chem.,Media & Microenvironment,paper_only,1.0,Media & Microenvironment,paper_only,04_Winkler_2021_ACSCentSci,P4:\bionic liquids?\b|\bILs?\b|\bdeep eutectic\b|\bDES\b|\bsupercritical CO2\b|\bscCO2\b
