key,pillar_num,pillar,method,confidence,doi,title,year,raw_citation,cited_by_reviews,authors,journal
10.1038/s41467-020-19687-9,2,Design & Engineering,paper_only,1.0,10.1038/s41467-020-19687-9,UMI-linked consensus sequencing enables phylogenetic analysis of directed evolution,2020.0,UMI-linked consensus sequencing enables phylogenetic analysis of directed evolution Paul Jannis Zurek 0000-0002-7049-0813 Philipp Knyphausen Katharina Neufeld Ahir Pushpanath Florian Hollfelder 0000-0002-1367-6312 10.1038/s41467-020-19687-9 Nature Communications Nat Commun 2041-1723 11 1 6023 2020 Springer Science and Business Media LLC,10_Yi_2021_ChemSocRev,"['Paul Jannis Zurek', 'Florian Hollfelder']",Nature Communications
10.1038/s43586-021-00044-z,2,Design & Engineering,section_only,1.0,10.1038/s43586-021-00044-z,Biocatalysis,2021.0,Biocatalysis Elizabeth L Bell 0000-0002-8247-743X William Finnigan 0000-0002-1061-7800 Scott P France 0000-0003-1679-6165 Anthony P Green Martin A Hayes 0000-0002-2640-8464 Lorna J Hepworth 0000-0003-2552-6861 Sarah L Lovelock 0000-0002-4584-3189 Haruka Niikura 0000-0001-6732-6978 Sílvia Osuna 0000-0003-3657-6469 Elvira Romero 0000-0003-4199-9458 Katherine S Ryan 0000-0003-1643-1940 Nicholas J Turner Sabine L Flitsch 0000-0003-3974-646X 10.1038/s43586-021-00044-z Nature Reviews Methods Primers Nat Rev Methods Primers 2662-8449 1 1 46 2021 Springer Science and Business Media LLC,20_Buller_2023_Science,"['Elizabeth L. Bell', 'Sabine L. Flitsch']",Nature Reviews Methods Primers
10.1126/science.abh4049,2,Design & Engineering,paper_only,0.7,10.1126/science.abh4049,Cell-free chemoenzymatic starch synthesis from carbon dioxide,2021.0,Cell-free chemoenzymatic starch synthesis from carbon dioxide Tao Cai 0000-0002-2089-7770 Hongbing Sun 0000-0003-3733-5202 Jing Qiao 0000-0001-6581-3094 Leilei Zhu 0000-0002-7611-099X Fan Zhang Jie Zhang Zijing Tang 0000-0002-0899-6151 Xinlei Wei 0000-0003-0889-5147 Jiangang Yang Qianqian Yuan 0000-0002-0749-0749 Wangyin Wang 0000-0002-4522-7677 Xue Yang 0000-0002-6595-6498 Huanyu Chu Qian Wang Chun You 0000-0003-2305-336X Hongwu Ma 0000-0001-5325-2314 Yuanxia Sun Yin Li 0000-0003-0995-3070 Can Li 0000-0002-9301-7850 Huifeng Jiang 0000-0002-3757-7896 Qinhong Wang 0000-0003-0004-2721 Yanhe Ma 0000-0003-0616-8632 10.1126/science.abh4049 Science Science 0036-8075 1095-9203 373 6562 2021 American Association for the Advancement of Science (AAAS),20_Buller_2023_Science,"['Tao Cai', 'Yanhe Ma']",Science
10.1002/pi.6131,2,Design & Engineering,paper_only,0.673,10.1002/pi.6131,Current progress towards understanding the biodegradation of synthetic condensation polymers with active hydrolases,2021.0,Current progress towards understanding the biodegradation of synthetic condensation polymers with active hydrolases Amber N Johnson Daniel E Barlow Abigail L Kelly Vanessa A Varaljay Wendy J Crookes‐goodson Justin C Biffinger 0000-0002-7330-9186 10.1002/pi.6131 Polymer International Polymer International 0959-8103 1097-0126 70 7 2021 Wiley,11_Hanefeld_2022_ChemSocRev,"['Amber N Johnson', 'Justin C Biffinger']",Polymer International
10.1002/anie.202013871,2,Design & Engineering,paper_only,0.588,10.1002/anie.202013871,Directed Evolution of a Halide Methyltransferase Enables Biocatalytic Synthesis of Diverse SAM Analogs,2021.0,Directed Evolution of a Halide Methyltransferase Enables Biocatalytic Synthesis of Diverse SAM Analogs Qingyun Tang 0000-0001-5517-5973 Christoph W Grathwol 0000-0003-0232-3279 Aşkın S Aslan‐üzel 0000-0002-1157-9391 Shuke Wu 0000-0003-0914-9277 Andreas Link 0000-0003-1262-6636 Ioannis V Pavlidis 0000-0001-5811-368X Christoffel P S Badenhorst 0000-0002-5874-4577 Uwe T Bornscheuer 0000-0003-0685-2696 10.1002/anie.202013871 Angewandte Chemie International Edition Angew Chem Int Ed 1433-7851 1521-3773 60 3 2021 Wiley,10_Yi_2021_ChemSocRev,"['Qingyun Tang', 'Uwe T. Bornscheuer']",Angewandte Chemie International Edition
efficient lewis acid catalysis of an abiological reaction in a de novo protein scaffold s basler nat. chem 13 2021,2,Design & Engineering,section_only,1.0,,Efficient Lewis acid catalysis of an abiological reaction in a de novo protein scaffold,2021.0,Efficient Lewis acid catalysis of an abiological reaction in a de novo protein scaffold S Basler Nat. Chem 13 2021,03_Bell_2021_NatRevMethodsPrimers,[],Nat. Chem
10.1021/jacs.1c04334,2,Design & Engineering,paper_only,1.0,10.1021/jacs.1c04334,Ground-State Electron Transfer as an Initiation Mechanism for Biocatalytic C–C Bond Forming Reactions,2021.0,Ground-State Electron Transfer as an Initiation Mechanism for Biocatalytic C–C Bond Forming Reactions Haigen Fu Heather Lam Megan A Emmanuel Ji Hye Kim Braddock A Sandoval Todd K Hyster 0000-0003-3560-355X 10.1021/jacs.1c04334 Journal of the American Chemical Society J. Am. Chem. Soc. 0002-7863 1520-5126 143 25 2021 American Chemical Society (ACS),20_Buller_2023_Science,"['Haigen Fu', 'Todd K. Hyster']",Journal of the American Chemical Society
10.1039/d0lc00830c,2,Design & Engineering,paper_only,0.51,10.1039/d0lc00830c,Growth amplification in ultrahigh-throughput microdroplet screening increases sensitivity of clonal enzyme assays and minimizes phenotypic variation,2021.0,Growth amplification in ultrahigh-throughput microdroplet screening increases sensitivity of clonal enzyme assays and minimizes phenotypic variation Paul Jannis Zurek 0000-0002-7049-0813 Raphaëlle Hours Ursula Schell Ahir Pushpanath Florian Hollfelder 0000-0002-1367-6312 10.1039/d0lc00830c Lab on a Chip Lab Chip 1473-0197 1473-0189 21 1 2021 Royal Society of Chemistry (RSC),10_Yi_2021_ChemSocRev,"['Paul Jannis Zurek', 'Florian Hollfelder']",Lab on a Chip
10.1021/acscatal.1c02786,2,Design & Engineering,paper_only,1.0,10.1021/acscatal.1c02786,Machine-Directed Evolution of an Imine Reductase for Activity and Stereoselectivity,2021.0,Machine-Directed Evolution of an Imine Reductase for Activity and Stereoselectivity Eric J Ma Elina Siirola Charles Moore Arkadij Kummer Markus Stoeckli Michael Faller Caroline Bouquet Fabian Eggimann Mathieu Ligibel Dan Huynh Geoffrey Cutler Luca Siegrist Richard A Lewis 0000-0002-5478-8599 Anne-Christine Acker Ernst Freund Elke Koch Markus Vogel Holger Schlingensiepen Edward J Oakeley Radka Snajdrova 0000-0002-4809-1066 10.1021/acscatal.1c02786 ACS Catalysis ACS Catal. 2155-5435 11 20 2021 American Chemical Society (ACS),20_Buller_2023_Science,"['Eric J. Ma', 'Radka Snajdrova']",ACS Catalysis
10.1021/acs.accounts.0c00591,2,Design & Engineering,paper_only,1.0,10.1021/acs.accounts.0c00591,Navigating the Unnatural Reaction Space: Directed Evolution of Heme Proteins for Selective Carbene and Nitrene Transfer,2021.0,Navigating the Unnatural Reaction Space: Directed Evolution of Heme Proteins for Selective Carbene and Nitrene Transfer Yang Yang 0000-0002-4956-2034 Frances H Arnold 0000-0002-4027-364X 10.1021/acs.accounts.0c00591 Accounts of Chemical Research Acc. Chem. Res. 0001-4842 1520-4898 54 5 2021 American Chemical Society (ACS),20_Buller_2023_Science,"['Yang Yang', 'Frances H. Arnold']",Accounts of Chemical Research
10.1007/s00253-021-11288-w,2,Design & Engineering,paper_only,0.776,10.1007/s00253-021-11288-w,Peculiarities of promiscuous l-threonine transaldolases for enantioselective synthesis of β-hydroxy-α-amino acids,2021.0,Peculiarities of promiscuous l-threonine transaldolases for enantioselective synthesis of β-hydroxy-α-amino acids Shan Wang Hai Deng 0000-0002-0047-0622 10.1007/s00253-021-11288-w Applied Microbiology and Biotechnology Appl Microbiol Biotechnol 0175-7598 1432-0614 105 9 2021 Springer Science and Business Media LLC,11_Hanefeld_2022_ChemSocRev,"['Shan Wang', 'Hai Deng']",Applied Microbiology and Biotechnology
"peer review information nature reviews methods primers thanks l. betancor, a. fryszkowska and the other, anonymous, reviewer(s) for their contribution to the peer review of this work. publisher's note springer nature remains neutral with regard to jurisdictional claims in published maps and institutional affiliations z liu f h arnold basic local alignment search tool 2021 69 new-to-nature chemistry from old protein machinery: carbene and nitrene transferases related links biocatnet",2,Design & Engineering,section_only,1.0,,"Peer review information Nature Reviews Methods Primers thanks L. Betancor, A. Fryszkowska and the other, anonymous, reviewer(s) for their contribution to the peer review of this work. Publisher's note Springer Nature remains neutral with regard to jurisdictional claims in published maps and institutional affiliations",2021.0,"Peer review information Nature Reviews Methods Primers thanks L. Betancor, A. Fryszkowska and the other, anonymous, reviewer(s) for their contribution to the peer review of this work. Publisher's note Springer Nature remains neutral with regard to jurisdictional claims in published maps and institutional affiliations Z Liu F H Arnold Basic Local Alignment Search Tool 2021 69 New-to-nature chemistry from old protein machinery: carbene and nitrene transferases RELAtEd Links BioCatNet",03_Bell_2021_NatRevMethodsPrimers,[],Basic Local Alignment Search Tool
10.1126/science.abk1603,2,Design & Engineering,paper_only,0.51,10.1126/science.abk1603,Stereodivergent atom-transfer radical cyclization by engineered cytochromes P450,2021.0,Stereodivergent atom-transfer radical cyclization by engineered cytochromes P450 Qi Zhou 0000-0003-0577-1595 Michael Chin 0000-0002-8943-7262 Yue Fu Peng Liu 0000-0002-8188-632X Yang Yang 0000-0002-4956-2034 10.1126/science.abk1603 Science Science 0036-8075 1095-9203 374 6575 2021 American Association for the Advancement of Science (AAAS),20_Buller_2023_Science,"['Qi Zhou', 'Yang Yang']",Science
the challenge of predicting distal active site mutations in computational enzyme design s osuna wires comput. mol. sci 11 1502 2021,2,Design & Engineering,section_only,1.0,,The challenge of predicting distal active site mutations in computational enzyme design,2021.0,The challenge of predicting distal active site mutations in computational enzyme design S Osuna WIREs Comput. Mol. Sci 11 1502 2021,03_Bell_2021_NatRevMethodsPrimers,[],WIREs Comput. Mol. Sci
10.1002/wcms.1502,2,Design & Engineering,paper_only,0.606,10.1002/wcms.1502,The challenge of predicting distal active site mutations in computational enzyme design,2021.0,The challenge of predicting distal active site mutations in computational enzyme design Sílvia Osuna 0000-0003-3657-6469 10.1002/wcms.1502 WIREs Computational Molecular Science WIREs Comput Mol Sci 1759-0876 1759-0884 11 3 1502 2021 Wiley,20_Buller_2023_Science,['Sílvia Osuna'],WIREs Computational Molecular Science
10.1002/cbic.202100507,2,Design & Engineering,paper_only,1.0,10.1002/cbic.202100507,Oligo Pools as an Affordable Source of Synthetic DNA for Cost‐Effective Library Construction in Protein‐ and Metabolic Pathway Engineering,2022.0,Oligo Pools as an Affordable Source of Synthetic DNA for Cost‐Effective Library Construction in Protein‐ and Metabolic Pathway Engineering Bastiaan P Kuiper Rianne C Prins Sonja Billerbeck 0000-0002-3092-578X 10.1002/cbic.202100507 ChemBioChem ChemBioChem 1439-4227 1439-7633 23 7 202100507 2022 Wiley RESEARCH,20_Buller_2023_Science,"['Bastiaan P. Kuiper', 'Sonja Billerbeck']",ChemBioChem
10.21203/rs.3.rs-2922796/v1,2,Design & Engineering,paper_only,1.0,10.21203/rs.3.rs-2922796/v1,A Non-Canonical Nucleophile Unlocks a New Mechanistic Pathway in a Designed Enzyme,2023.0,A Non-Canonical Nucleophile Unlocks a New Mechanistic Pathway in a Designed Enzyme Amy Crossley Rebecca Crawshaw Florence Hardy 0000-0003-0671-0209 Linus Johannissen Thomas Lister Emilie Gérard Zachary Birch-Price Richard Obexer Sam Hay 0000-0003-3274-0938 Anthony Green 0000-0003-0454-1798 10.21203/rs.3.rs-2922796/v1 Research Square 2023 Springer Science and Business Media LLC Preprint,20_Buller_2023_Science,"['Amy Crossley', 'Anthony Green']",Research Square
10.1038/s41598-023-31777-4,2,Design & Engineering,paper_only,0.658,10.1038/s41598-023-31777-4,Optimizing human α-galactosidase for treatment of Fabry disease,2023.0,Optimizing human α-galactosidase for treatment of Fabry disease William C Hallows Kristen Skvorak Nick Agard Nikki Kruse Xiyun Zhang Yu Zhu Rachel C Botham Chinping Chng Charu Shukla Jessica Lao Mathew Miller Antoinette Sero Judy Viduya Moulay Hicham Alaoui Ismaili Kerryn Mccluskie Raphael Schiffmann Adam P Silverman Jin-Song Shen Gjalt W Huisman 10.1038/s41598-023-31777-4 Scientific Reports Sci Rep 2045-2322 13 1 4748 2023 Springer Science and Business Media LLC,20_Buller_2023_Science,"['William C. Hallows', 'Gjalt W. Huisman']",Scientific Reports
10.1007/978-1-4615-9615-8,3,Biocatalyst Formats & Cellular Context,section_only,1.0,10.1007/978-1-4615-9615-8,Electronics A Bibliographical Guide,1965.0,"Electronics A Bibliographical Guide C K Moore K J Spencer 10.1007/978-1-4615-9615-8 1965, 38, 8 Springer US",10_Yi_2021_ChemSocRev,"['C. K. Moore', 'K. J. Spencer']",Electronics A Bibliographical Guide
10.1021/jo00328a031,3,Biocatalyst Formats & Cellular Context,section_only,1.0,10.1021/jo00328a031,Practical approach to high-yield enzymic stereospecific organic synthesis in multiphase systems,1981.0,Practical approach to high-yield enzymic stereospecific organic synthesis in multiphase systems Marie Jose De Smet Bernard Witholt Hans Wynberg 10.1021/jo00328a031 The Journal of Organic Chemistry J. Org. Chem. 0022-3263 1520-6904 46 15 1981 American Chemical Society (ACS),08_Schmid_2001_Nature,"['Marie Jose De Smet', 'Hans Wynberg']",The Journal of Organic Chemistry
10.1128/aem.42.5.811-816.1981,3,Biocatalyst Formats & Cellular Context,consensus,1.0,10.1128/aem.42.5.811-816.1981,"Synthesis of 1,2-Epoxyoctane by <i>Pseudomonas oleovorans</i> During Growth in a Two-Phase System Containing High Concentrations of 1-Octene",1981.0,"Synthesis of 1,2-Epoxyoctane by <i>Pseudomonas oleovorans</i> During Growth in a Two-Phase System Containing High Concentrations of 1-Octene Marie-José De Smet Hans Wynberg Bernard Witholt 10.1128/aem.42.5.811-816.1981 Applied and Environmental Microbiology Appl Environ Microbiol 0099-2240 1098-5336 42 5 1981 American Society for Microbiology",08_Schmid_2001_Nature,"['Marie-José de Smet', 'Bernard Witholt']",Applied and Environmental Microbiology
10.1016/0141-0229(83)90007-8,3,Biocatalyst Formats & Cellular Context,section_only,1.0,10.1016/0141-0229(83)90007-8,"Pseudomonas oleovorans as a tool in bioconversions of hydrocarbons: growth, morphology and conversion characteristics in different two-phase systems",1983.0,"Pseudomonas oleovorans as a tool in bioconversions of hydrocarbons: growth, morphology and conversion characteristics in different two-phase systems Marie-Jose De Smet Jaap Kingma Hans Wynberg Bernard Witholt 10.1016/0141-0229(83)90007-8 Enzyme and Microbial Technology Enzyme and Microbial Technology 0141-0229 5 5 1983 Elsevier BV",08_Schmid_2001_Nature,"['Marie-Jose de Smet', 'Bernard Witholt']",Enzyme and Microbial Technology
10.1038/nbt0491-367,3,Biocatalyst Formats & Cellular Context,union_strong,1.0,10.1038/nbt0491-367,Bioconversion of N-Octane to Octanoic Acid by a Recombinant Escherichia Coli Cultured in a Two-Liquid Phase Bioreactor,1991.0,Bioconversion of N-Octane to Octanoic Acid by a Recombinant Escherichia Coli Cultured in a Two-Liquid Phase Bioreactor Olivier Favre-Bulle Toine Schouten Jaap Kingma Bernard Witholt 10.1038/nbt0491-367 Nature Biotechnology Nat Biotechnol 1087-0156 1546-1696 9 4 1991 Springer Science and Business Media LLC,08_Schmid_2001_Nature,"['Olivier Favre-Bulle', 'Bernard Witholt']",Nature Biotechnology
10.1016/0167-7799(93)90004-s,3,Biocatalyst Formats & Cellular Context,section_only,1.0,10.1016/0167-7799(93)90004-s,Biocatalysis in the gas phase,1993.0,Biocatalysis in the gas phase S Lamare M.-D Legoy 10.1016/0167-7799(93)90004-s Trends in Biotechnology Trends in Biotechnology 0167-7799 11 10 1993 Elsevier BV,08_Schmid_2001_Nature,['S LAMARE'],Trends in Biotechnology
10.1007/bf01569905,3,Biocatalyst Formats & Cellular Context,consensus,1.0,10.1007/bf01569905,Whole cell biocatalysis in nonconventional media,1993.0,Whole cell biocatalysis in nonconventional media Penka Nikolova Owen P Ward 10.1007/bf01569905 Journal of Industrial Microbiology Journal of Industrial Microbiology 0169-4146 1476-5535 12 2 1993 Oxford University Press (OUP),08_Schmid_2001_Nature,"['Penka Nikolova', 'Owen P. Ward']",Journal of Industrial Microbiology
